lang,word,sentiment,value
portuguese,âncora,positive,1
portuguese,ancoragem,positive,1
portuguese,anjo,positive,1
portuguese,angélico,positive,1
portuguese,animar,positive,1
portuguese,animado,positive,1
portuguese,antibióticos,positive,1
portuguese,antídoto,positive,1
portuguese,antifúngica,positive,1
portuguese,antiguidade,positive,1
portuguese,antisséptico,positive,1
portuguese,aprumo,positive,1
portuguese,apologético,positive,1
portuguese,desculpar,positive,1
portuguese,desculpa,positive,1
portuguese,apóstolo,positive,1
portuguese,aplauso,positive,1
portuguese,valorização,positive,1
portuguese,aprovação,positive,1
portuguese,aprovação,positive,1
portuguese,aprovar,positive,1
portuguese,que aprova,positive,1
portuguese,apto,positive,1
portuguese,aptidão,positive,1
portuguese,arqueologia,positive,1
portuguese,ardente,positive,1
portuguese,ardor,positive,1
portuguese,aristocracia,positive,1
portuguese,aristocrático,positive,1
portuguese,armado,positive,1
portuguese,armadura,positive,1
portuguese,aroma,positive,1
portuguese,despertar,positive,1
portuguese,ordem,positive,1
portuguese,arte,positive,1
portuguese,articular,positive,1
portuguese,articulação,positive,1
portuguese,artesão,positive,1
portuguese,artista,positive,1
portuguese,artístico,positive,1
portuguese,ascendência,positive,1
portuguese,subida,positive,1
portuguese,aspiração,positive,1
portuguese,aspirar,positive,1
portuguese,aspirador,positive,1
portuguese,montagem,positive,1
portuguese,assentimento,positive,1
portuguese,afirmando,positive,1
portuguese,ativos,positive,1
portuguese,auxiliar,positive,1
portuguese,assistência,positive,1
portuguese,associado,positive,1
portuguese,amenizar,positive,1
portuguese,garantia,positive,1
portuguese,seguro,positive,1
portuguese,espantosamente,positive,1
portuguese,assombro,positive,1
portuguese,astrólogo,positive,1
portuguese,astronauta,positive,1
portuguese,astrônomo,positive,1
portuguese,astuto,positive,1
portuguese,atleta,positive,1
portuguese,atlético,positive,1
portuguese,átomo,positive,1
portuguese,expiar,positive,1
portuguese,expiação,positive,1
portuguese,acessório,positive,1
portuguese,atingível,positive,1
portuguese,realização,positive,1
portuguese,assistente,positive,1
portuguese,atenção,positive,1
portuguese,atencioso,positive,1
portuguese,atestar,positive,1
portuguese,advogado,positive,1
portuguese,atração,positive,1
portuguese,atratividade,positive,1
portuguese,aumentar,positive,1
portuguese,agosto,positive,1
portuguese,tia,positive,1
portuguese,aura,positive,1
portuguese,auspicioso,positive,1
portuguese,autêntico,positive,1
portuguese,autenticidade,positive,1
portuguese,autor,positive,1
portuguese,oficial,positive,1
portuguese,autoridade,positive,1
portuguese,autorização,positive,1
portuguese,autorizado,positive,1
portuguese,avatar,positive,1
portuguese,prêmio,positive,1
portuguese,ay,positive,1
portuguese,sim,positive,1
portuguese,bebê,positive,1
portuguese,bacharelado,positive,1
portuguese,espinha dorsal,positive,1
portuguese,equilíbrio,positive,1
portuguese,equilibrado,positive,1
portuguese,balada,positive,1
portuguese,balé,positive,1
portuguese,cédula,positive,1
portuguese,bálsamo,positive,1
portuguese,bálsamo,positive,1
portuguese,banquete,positive,1
portuguese,batismo,positive,1
portuguese,batismal,positive,1
portuguese,bardo,positive,1
portuguese,barganha,positive,1
portuguese,basquete,positive,1
portuguese,bastião,positive,1
portuguese,banho,positive,1
portuguese,viga,positive,1
portuguese,radiante,positive,1
portuguese,embelezamento,positive,1
portuguese,bonita,positive,1
portuguese,embelezar,positive,1
portuguese,beleza,positive,1
portuguese,base rochosa,positive,1
portuguese,cerveja,positive,1
portuguese,condizente,positive,1
portuguese,ajudar,positive,1
portuguese,crente,positive,1
portuguese,benfeitor,positive,1
portuguese,benéfico,positive,1
portuguese,benefício,positive,1
portuguese,benevolência,positive,1
portuguese,benigno,positive,1
portuguese,ancoradouro,positive,1
portuguese,desposada,positive,1
portuguese,aperfeiçoamento,positive,1
portuguese,bebida,positive,1
portuguese,bíblico,positive,1
portuguese,bilíngüe,positive,1
portuguese,nascimento,positive,1
portuguese,aniversário,positive,1
portuguese,sem culpa,positive,1
portuguese,abençoar,positive,1
portuguese,abençoado,positive,1
portuguese,bênção,positive,1
portuguese,bênçãos,positive,1
portuguese,felicidade,positive,1
portuguese,bem-aventurado,positive,1
portuguese,sem sangue,positive,1
portuguese,flor,positive,1
portuguese,flor,positive,1
portuguese,ostentação,positive,1
portuguese,guarda costas,positive,1
portuguese,violento,positive,1
portuguese,negrito,positive,1
portuguese,ousadia,positive,1
portuguese,apoiar,positive,1
portuguese,prosperidade,positive,1
portuguese,bonne,positive,1
portuguese,bônus,positive,1
portuguese,estudioso,positive,1
portuguese,livraria,positive,1
portuguese,traça,positive,1
portuguese,bênção,positive,1
portuguese,caridoso,positive,1
portuguese,recompensa,positive,1
portuguese,buquê,positive,1
portuguese,miolos,positive,1
portuguese,bravura,positive,1
portuguese,café da manhã,positive,1
portuguese,nupcial,positive,1
portuguese,noiva,positive,1
portuguese,noivo,positive,1
portuguese,dama de honra,positive,1
portuguese,clarear,positive,1
portuguese,brilho,positive,1
portuguese,brilhante,positive,1
portuguese,brocado,positive,1
portuguese,irmão,positive,1
portuguese,fraternidade,positive,1
portuguese,fraternal,positive,1
portuguese,pinote,positive,1
portuguese,camarada,positive,1
portuguese,construir,positive,1
portuguese,construção,positive,1
portuguese,buldogue,positive,1
portuguese,à prova de bala,positive,1
portuguese,bóia,positive,1
portuguese,beijo,positive,1
portuguese,mordomo,positive,1
portuguese,amanteigado,positive,1
portuguese,rechonchudo,positive,1
portuguese,zumbido,positive,1
portuguese,táxi,positive,1
portuguese,armário,positive,1
portuguese,café,positive,1
portuguese,calculadora,positive,1
portuguese,bezerro,positive,1
portuguese,calma,positive,1
portuguese,canário,positive,1
portuguese,cândido,positive,1
portuguese,candidato,positive,1
portuguese,cristalizado,positive,1
portuguese,capitalista,positive,1
portuguese,capitão,positive,1
portuguese,cativar,positive,1
portuguese,cativante,positive,1
portuguese,carreira,positive,1
portuguese,cuidadoso,positive,1
portuguese,cuidadosamente,positive,1
portuguese,carícia,positive,1
portuguese,zelador,positive,1
portuguese,Carol,positive,1
portuguese,cascata,positive,1
portuguese,dinheiro,positive,1
portuguese,categórico,positive,1
portuguese,fornecer,positive,1
portuguese,catártico,positive,1
portuguese,catedral,positive,1
portuguese,cauteloso,positive,1
portuguese,cautelosamente,positive,1
portuguese,célebre,positive,1
portuguese,a comemorar,positive,1
portuguese,celebração,positive,1
portuguese,celebridade,positive,1
portuguese,celestial,positive,1
portuguese,centro,positive,1
portuguese,centurião,positive,1
portuguese,cerebral,positive,1
portuguese,cerimônia,positive,1
portuguese,segurança,positive,1
portuguese,presidente,positive,1
portuguese,presidenta,positive,1
portuguese,campeão,positive,1
portuguese,cântico,positive,1
portuguese,carregador,positive,1
portuguese,caridoso,positive,1
portuguese,caridade,positive,1
portuguese,encanto,positive,1
portuguese,Encantado,positive,1
portuguese,charmoso,positive,1
portuguese,castidade,positive,1
portuguese,tagarelando,positive,1
portuguese,check list,positive,1
portuguese,alegria,positive,1
portuguese,alegre,positive,1
portuguese,alegria,positive,1
portuguese,aplauso,positive,1
portuguese,alegre,positive,1
portuguese,químico,positive,1
portuguese,acalentar,positive,1
portuguese,cereja,positive,1
portuguese,chefe,positive,1
portuguese,criança,positive,1
portuguese,infância,positive,1
portuguese,gorjeio,positive,1
portuguese,cinzel,positive,1
portuguese,cavalheirismo,positive,1
portuguese,chocolate,positive,1
portuguese,escolha,positive,1
portuguese,coro,positive,1
portuguese,coral,positive,1
portuguese,coro,positive,1
portuguese,escolhido,positive,1
portuguese,sopa grossa,positive,1
portuguese,crônica,positive,1
portuguese,cacarejar,positive,1
portuguese,igreja,positive,1
portuguese,cidra,positive,1
portuguese,circuncisão,positive,1
portuguese,evasão,positive,1
portuguese,cidadão,positive,1
portuguese,civil,positive,1
portuguese,civilidade,positive,1
portuguese,civilização,positive,1
portuguese,civilizado,positive,1
portuguese,clarividente,positive,1
portuguese,aplaudir,positive,1
portuguese,esclarecer,positive,1
portuguese,clássico,positive,1
portuguese,clássico,positive,1
portuguese,clássicos,positive,1
portuguese,classificar,positive,1
portuguese,limpo,positive,1
portuguese,limpeza,positive,1
portuguese,limpeza,positive,1
portuguese,limpo,positive,1
portuguese,limpar,positive,1
portuguese,limpeza,positive,1
portuguese,liberação,positive,1
portuguese,clareza,positive,1
portuguese,clerical,positive,1
portuguese,inteligente,positive,1
portuguese,inteligência,positive,1
portuguese,clímax,positive,1
portuguese,proximidade,positive,1
portuguese,encerramento,positive,1
portuguese,vestir,positive,1
portuguese,palhaço,positive,1
portuguese,aliança,positive,1
portuguese,costa,positive,1
portuguese,coexiste,positive,1
portuguese,convincente,positive,1
portuguese,cognitivo,positive,1
portuguese,coerência,positive,1
portuguese,coerente,positive,1
portuguese,coesivo,positive,1
portuguese,coletivamente,positive,1
portuguese,coronel,positive,1
portuguese,colossal,positive,1
portuguese,conforto,positive,1
portuguese,comandante,positive,1
portuguese,dominante,positive,1
portuguese,comemorar,positive,1
portuguese,comemoração,positive,1
portuguese,comemorativo,positive,1
portuguese,recomendar,positive,1
portuguese,louvável,positive,1
portuguese,comentarista,positive,1
portuguese,comprometido,positive,1
portuguese,comodoro,positive,1
portuguese,comunidade,positive,1
portuguese,comunicar,positive,1
portuguese,comunicativo,positive,1
portuguese,comunhão,positive,1
portuguese,comunidade,positive,1
portuguese,comutação,positive,1
portuguese,comutar,positive,1
portuguese,companheiro,positive,1
portuguese,compaixão,positive,1
portuguese,compassivo,positive,1
portuguese,compatibilidade,positive,1
portuguese,compatível,positive,1
portuguese,atraente,positive,1
portuguese,compensar,positive,1
portuguese,compensatório,positive,1
portuguese,competência,positive,1
portuguese,competência,positive,1
portuguese,competente,positive,1
portuguese,complacência,positive,1
portuguese,complemento,positive,1
portuguese,complementar,positive,1
portuguese,completamente,positive,1
portuguese,perfeição,positive,1
portuguese,completando,positive,1
portuguese,realização,positive,1
portuguese,conformidade,positive,1
portuguese,compatível,positive,1
portuguese,cumplicidade,positive,1
portuguese,elogio,positive,1
portuguese,composto,positive,1
portuguese,compositor,positive,1
portuguese,compostura,positive,1
portuguese,compreender,positive,1
portuguese,abrangente,positive,1
portuguese,camarada,positive,1
portuguese,concêntrico,positive,1
portuguese,conciliação,positive,1
portuguese,concluindo,positive,1
portuguese,concórdia,positive,1
portuguese,concordância,positive,1
portuguese,pêsames,positive,1
portuguese,perdoar,positive,1
portuguese,conducente,positive,1
portuguese,condutividade,positive,1
portuguese,confederado,positive,1
portuguese,confessar,positive,1
portuguese,confiança,positive,1
portuguese,confiante,positive,1
portuguese,confirmado,positive,1
portuguese,conformidade,positive,1
portuguese,agradável,positive,1
portuguese,congratulatório,positive,1
portuguese,congregação,positive,1
portuguese,congruência,positive,1
portuguese,conhecedor,positive,1
portuguese,consciência,positive,1
portuguese,consciencioso,positive,1
portuguese,consciência,positive,1
portuguese,consagração,positive,1
portuguese,conservação,positive,1
portuguese,conservar,positive,1
portuguese,considerável,positive,1
portuguese,atencioso,positive,1
portuguese,consistência,positive,1
portuguese,console,positive,1
portuguese,consoante,positive,1
portuguese,constância,positive,1
portuguese,constante,positive,1
portuguese,constitucional,positive,1
portuguese,construir,positive,1
portuguese,consumado,positive,1
portuguese,contato,positive,1
portuguese,contemplação,positive,1
portuguese,conteúdo,positive,1
portuguese,continuar,positive,1
portuguese,contorno,positive,1
portuguese,contribuir,positive,1
portuguese,contribuidor,positive,1
portuguese,conveniência,positive,1
portuguese,conveniente,positive,1
portuguese,convento,positive,1
portuguese,convenção,positive,1
portuguese,familiarizado,positive,1
portuguese,conversação,positive,1
portuguese,converter,positive,1
portuguese,convencer,positive,1
portuguese,legal,positive,1
portuguese,frieza,positive,1
portuguese,cooperar,positive,1
portuguese,cooperando,positive,1
portuguese,cooperação,positive,1
portuguese,cooperativo,positive,1
portuguese,testemunho,positive,1
portuguese,coroação,positive,1
portuguese,corporação,positive,1
portuguese,corpóreo,positive,1
portuguese,corretivo,positive,1
portuguese,correspondência,positive,1
portuguese,corroborar,positive,1
portuguese,cosmopolita,positive,1
portuguese,acolhedor,positive,1
portuguese,conselho,positive,1
portuguese,conselho,positive,1
portuguese,conselheiro,positive,1
portuguese,contagem,positive,1
portuguese,condessa,positive,1
portuguese,coragem,positive,1
portuguese,corajoso,positive,1
portuguese,cortês,positive,1
portuguese,cortesia,positive,1
portuguese,namoro,positive,1
portuguese,enseada,positive,1
portuguese,pacto,positive,1
portuguese,berço,positive,1
portuguese,ofício,positive,1
portuguese,artesão,positive,1
portuguese,creme,positive,1
portuguese,crio,positive,1
portuguese,criativo,positive,1
portuguese,crédito,positive,1
portuguese,credencial,positive,1
portuguese,credibilidade,positive,1
portuguese,acreditável,positive,1
portuguese,crédito,positive,1
portuguese,honroso,positive,1
portuguese,creditada,positive,1
portuguese,crescendo,positive,1
portuguese,crítica,positive,1
portuguese,coroação,positive,1
portuguese,crucial,positive,1
portuguese,cristal,positive,1
portuguese,chamego,positive,1
portuguese,culinária,positive,1
portuguese,culminação,positive,1
portuguese,cultivar,positive,1
portuguese,cultivado,positive,1
portuguese,cultivo,positive,1
portuguese,cultura,positive,1
portuguese,astuto,positive,1
portuguese,curável,positive,1
portuguese,curiosidade,positive,1
portuguese,ondulação,positive,1
portuguese,almofada,positive,1
portuguese,cliente,positive,1
portuguese,fofa,positive,1
portuguese,Cortadores,positive,1
portuguese,dama,positive,1
portuguese,dança,positive,1
portuguese,ousado,positive,1
portuguese,querido,positive,1
portuguese,arrojado,positive,1
portuguese,filha,positive,1
portuguese,amanhecer,positive,1
portuguese,Combinado,positive,1
portuguese,caro,positive,1
portuguese,debate,positive,1
portuguese,decência,positive,1
portuguese,decente,positive,1
portuguese,declaratório,positive,1
portuguese,dedicação,positive,1
portuguese,defender,positive,1
portuguese,defendeu,positive,1
portuguese,defensor,positive,1
portuguese,defender,positive,1
portuguese,defesa,positive,1
portuguese,deferência,positive,1
portuguese,definitivo,positive,1
portuguese,grau,positive,1
portuguese,deleitável,positive,1
portuguese,delegado,positive,1
portuguese,deliberado,positive,1
portuguese,delicioso,positive,1
portuguese,delícia,positive,1
portuguese,Encantado,positive,1
portuguese,delicioso,positive,1
portuguese,libertação,positive,1
portuguese,entrega,positive,1
portuguese,democracia,positive,1
portuguese,demonstrável,positive,1
portuguese,demonstrativo,positive,1
portuguese,dependente,positive,1
portuguese,profundidade,positive,1
portuguese,descritivo,positive,1
portuguese,merecer,positive,1
portuguese,merecia,positive,1
portuguese,desenhista,positive,1
portuguese,desejável,positive,1
portuguese,desejando,positive,1
portuguese,desejoso,positive,1
portuguese,destino,positive,1
portuguese,descobrir,positive,1
portuguese,detecção,positive,1
portuguese,determinação,positive,1
portuguese,determinado,positive,1
portuguese,desenvolver,positive,1
portuguese,devoto,positive,1
portuguese,devoto,positive,1
portuguese,destreza,positive,1
portuguese,diamante,positive,1
portuguese,diário,positive,1
portuguese,dicionário,positive,1
portuguese,didático,positive,1
portuguese,dietético,positive,1
portuguese,digno,positive,1
portuguese,dignidade,positive,1
portuguese,diligência,positive,1
portuguese,jantar,positive,1
portuguese,diplomacia,positive,1
portuguese,diplomático,positive,1
portuguese,diretor,positive,1
portuguese,descoberta,positive,1
portuguese,discreto,positive,1
portuguese,discrição,positive,1
portuguese,discricionário,positive,1
portuguese,discussão,positive,1
portuguese,desinfecção,positive,1
portuguese,disposto,positive,1
portuguese,disseminar,positive,1
portuguese,destilação,positive,1
portuguese,distinção,positive,1
portuguese,cantiga,positive,1
portuguese,diverso,positive,1
portuguese,diversificado,positive,1
portuguese,desvio,positive,1
portuguese,divindade,positive,1
portuguese,médico,positive,1
portuguese,executor,positive,1
portuguese,obstinado,positive,1
portuguese,golfinho,positive,1
portuguese,dominar,positive,1
portuguese,dom,positive,1
portuguese,doação,positive,1
portuguese,indubitavelmente,positive,1
portuguese,pomba,positive,1
portuguese,aveludado,positive,1
portuguese,dueto,positive,1
portuguese,duque,positive,1
portuguese,durabilidade,positive,1
portuguese,durável,positive,1
portuguese,obediente,positive,1
portuguese,ansioso,positive,1
portuguese,ânsia,positive,1
portuguese,conde,positive,1
portuguese,ganhar,positive,1
portuguese,sério,positive,1
portuguese,seriamente,positive,1
portuguese,seriedade,positive,1
portuguese,facilidade,positive,1
portuguese,servidão,positive,1
portuguese,maleável,positive,1
portuguese,comer,positive,1
portuguese,êxtase,positive,1
portuguese,extático,positive,1
portuguese,edificação,positive,1
portuguese,educar,positive,1
portuguese,educado,positive,1
portuguese,educacional,positive,1
portuguese,eficaz,positive,1
portuguese,eficácia,positive,1
portuguese,eficiência,positive,1
portuguese,eficiente,positive,1
portuguese,esforço,positive,1
portuguese,ejaculação,positive,1
portuguese,elaboração,positive,1
portuguese,exultante,positive,1
portuguese,mais velho,positive,1
portuguese,anciãos,positive,1
portuguese,eleito,positive,1
portuguese,elétrico,positive,1
portuguese,eletricidade,positive,1
portuguese,elegância,positive,1
portuguese,elegante,positive,1
portuguese,elevação,positive,1
portuguese,elegível,positive,1
portuguese,elite,positive,1
portuguese,eloquência,positive,1
portuguese,eloquente,positive,1
portuguese,elucidar,positive,1
portuguese,libertação,positive,1
portuguese,abraçar,positive,1
portuguese,emérito,positive,1
portuguese,eminência,positive,1
portuguese,eminente,positive,1
portuguese,eminentemente,positive,1
portuguese,emir,positive,1
portuguese,empatia,positive,1
portuguese,autorizar,positive,1
portuguese,emular,positive,1
portuguese,habilitar,positive,1
portuguese,capacitação,positive,1
portuguese,encantar,positive,1
portuguese,enchanted,positive,1
portuguese,encantador,positive,1
portuguese,bis,positive,1
portuguese,encorajar,positive,1
portuguese,encorajamento,positive,1
portuguese,enciclopédia,positive,1
portuguese,esforçar-se,positive,1
portuguese,interminável,positive,1
portuguese,dotar,positive,1
portuguese,dotado,positive,1
portuguese,doação,positive,1
portuguese,resistência,positive,1
portuguese,suportar,positive,1
portuguese,enérgico,positive,1
portuguese,fazer cumprir,positive,1
portuguese,contratado,positive,1
portuguese,atraente,positive,1
portuguese,aumentar,positive,1
portuguese,apreciar,positive,1
portuguese,desfrutando,positive,1
portuguese,iluminar,positive,1
portuguese,iluminação,positive,1
portuguese,animar,positive,1
portuguese,enriquecer,positive,1
portuguese,conjunto,positive,1
portuguese,estandarte,positive,1
portuguese,empreendedor,positive,1
portuguese,entreter,positive,1
portuguese,entretido,positive,1
portuguese,divertido,positive,1
portuguese,diversão,positive,1
portuguese,entusiasmo,positive,1
portuguese,entusiasta,positive,1
portuguese,environ,positive,1
portuguese,efemérides,positive,1
portuguese,épico,positive,1
portuguese,epítome,positive,1
portuguese,igualdade,positive,1
portuguese,igualmente,positive,1
portuguese,equilíbrio,positive,1
portuguese,capital próprio,positive,1
portuguese,erótico,positive,1
portuguese,incumbência,positive,1
portuguese,erudito,positive,1
portuguese,fuga,positive,1
portuguese,espírito,positive,1
portuguese,essencial,positive,1
portuguese,estabelecido,positive,1
portuguese,estima,positive,1
portuguese,estético,positive,1
portuguese,ético,positive,1
portuguese,ética,positive,1
portuguese,sempre-viva,positive,1
portuguese,eterno,positive,1
portuguese,evidente,positive,1
portuguese,evolução,positive,1
portuguese,exaltar,positive,1
portuguese,exaltação,positive,1
portuguese,exaltado,positive,1
portuguese,ultrapassarem,positive,1
portuguese,sobressair,positive,1
portuguese,excelência,positive,1
portuguese,excelente,positive,1
portuguese,troca,positive,1
portuguese,excitável,positive,1
portuguese,excitação,positive,1
portuguese,excitar,positive,1
portuguese,animado,positive,1
portuguese,excitação,positive,1
portuguese,emocionante,positive,1
portuguese,exemplar,positive,1
portuguese,isenção,positive,1
portuguese,alegria,positive,1
portuguese,exortar,positive,1
portuguese,exortação,positive,1
portuguese,existência,positive,1
portuguese,exótico,positive,1
portuguese,esperar,positive,1
portuguese,expectativa,positive,1
portuguese,expediente,positive,1
portuguese,expedição,positive,1
portuguese,experimentado,positive,1
portuguese,especialista,positive,1
portuguese,perícia,positive,1
portuguese,explicar,positive,1
portuguese,requintado,positive,1
portuguese,requintadamente,positive,1
portuguese,ampliar,positive,1
portuguese,extenso,positive,1
portuguese,extra,positive,1
portuguese,extraordinário,positive,1
portuguese,desenredar,positive,1
portuguese,exuberância,positive,1
portuguese,facilitar,positive,1
portuguese,Fatos,positive,1
portuguese,faculdade,positive,1
portuguese,fain,positive,1
portuguese,feira,positive,1
portuguese,razoavelmente,positive,1
portuguese,fé,positive,1
portuguese,fiel,positive,1
portuguese,fama,positive,1
portuguese,familiar,positive,1
portuguese,familiaridade,positive,1
portuguese,famoso,positive,1
portuguese,famosamente,positive,1
portuguese,chique,positive,1
portuguese,fanfarra,positive,1
portuguese,fascinante,positive,1
portuguese,fascinação,positive,1
portuguese,elegante,positive,1
portuguese,impecável,positive,1
portuguese,favorável,positive,1
portuguese,favorito,positive,1
portuguese,favoritismo,positive,1
portuguese,destemido,positive,1
portuguese,façanha,positive,1
portuguese,característica,positive,1
portuguese,sentindo-me,positive,1
portuguese,felicidade,positive,1
portuguese,companheiro,positive,1
portuguese,camaradagem,positive,1
portuguese,feminino,positive,1
portuguese,fértil,positive,1
portuguese,fervor,positive,1
portuguese,festival,positive,1
portuguese,festivo,positive,1
portuguese,festa,positive,1
portuguese,fidelidade,positive,1
portuguese,fiesta,positive,1
portuguese,finalmente,positive,1
portuguese,enfeite,positive,1
portuguese,sutileza,positive,1
portuguese,bola de fogo,positive,1
portuguese,à prova de fogo,positive,1
portuguese,firmeza,positive,1
portuguese,primogênito,positive,1
portuguese,apropriado,positive,1
portuguese,acessório,positive,1
portuguese,lisonjeiro,positive,1
portuguese,frota,positive,1
portuguese,flexibilidade,positive,1
portuguese,flerte,positive,1
portuguese,floral,positive,1
portuguese,fluxo,positive,1
portuguese,florido,positive,1
portuguese,rubor,positive,1
portuguese,vôo,positive,1
portuguese,foco,positive,1
portuguese,carinho,positive,1
portuguese,Comida,positive,1
portuguese,futebol,positive,1
portuguese,paciência,positive,1
portuguese,dianteiro,positive,1
portuguese,antepassados,positive,1
portuguese,acima expostos,positive,1
portuguese,capataz,positive,1
portuguese,precursor,positive,1
portuguese,prever,positive,1
portuguese,previsto,positive,1
portuguese,previdência,positive,1
portuguese,forjar,positive,1
portuguese,perdoar,positive,1
portuguese,perdoado,positive,1
portuguese,indulgente,positive,1
portuguese,formativo,positive,1
portuguese,fórmula,positive,1
portuguese,forte,positive,1
portuguese,próximo,positive,1
portuguese,fortificar,positive,1
portuguese,fortitude,positive,1
portuguese,fortaleza,positive,1
portuguese,afortunado,positive,1
portuguese,fortuna,positive,1
portuguese,para a frente,positive,1
portuguese,encontrado,positive,1
portuguese,fundação,positive,1
portuguese,perfumado,positive,1
portuguese,franco,positive,1
portuguese,franqueza,positive,1
portuguese,fraternal,positive,1
portuguese,liberdade,positive,1
portuguese,livremente,positive,1
portuguese,amigos,positive,1
portuguese,afabilidade,positive,1
portuguese,amigáveis,positive,1
portuguese,amizade,positive,1
portuguese,brincalhão,positive,1
portuguese,brincadeira,positive,1
portuguese,frugal,positive,1
portuguese,frutífero,positive,1
portuguese,Preencha,positive,1
portuguese,cumprimento,positive,1
portuguese,completo,positive,1
portuguese,totalmente,positive,1
portuguese,Diversão,positive,1
portuguese,fundamental,positive,1
portuguese,fusível,positive,1
portuguese,fusão,positive,1
portuguese,ganho,positive,1
portuguese,ganhar,positive,1
portuguese,valente,positive,1
portuguese,bravura,positive,1
portuguese,abundância,positive,1
portuguese,jardim,positive,1
portuguese,granada,positive,1
portuguese,guarnição,positive,1
portuguese,gazeta,positive,1
portuguese,engrenagem,positive,1
portuguese,jóia,positive,1
portuguese,geral,positive,1
portuguese,generosidade,positive,1
portuguese,generoso,positive,1
portuguese,genial,positive,1
portuguese,gênio,positive,1
portuguese,distinto,positive,1
portuguese,cavalheiro,positive,1
portuguese,suavidade,positive,1
portuguese,pequena nobreza,positive,1
portuguese,genuíno,positive,1
portuguese,gerânio,positive,1
portuguese,Presente,positive,1
portuguese,talentoso,positive,1
portuguese,gigantesco,positive,1
portuguese,risadinha,positive,1
portuguese,viga,positive,1
portuguese,dando,positive,1
portuguese,feliz,positive,1
portuguese,alegria,positive,1
portuguese,alegria,positive,1
portuguese,deslize,positive,1
portuguese,vislumbre,positive,1
portuguese,cintilante,positive,1
portuguese,glorificação,positive,1
portuguese,glorificar,positive,1
portuguese,glória,positive,1
portuguese,lustro,positive,1
portuguese,brilho,positive,1
